job_id,job_title,job_category,experience_level,education_required,required_skills,industry,remote_work,company_size,salary_tier,source_dataset,document
JOB0692,Data Scientist,Data Science,Entry (0-2 yrs),PhD,"Statistics, Data Visualization, Python, Scikit-learn, SQL",Retail,On-site,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Data Scientist. Category: Data Science. Experience Level: Entry (0-2 yrs). Education Required: PhD. Required Skills: Statistics, Data Visualization, Python, Scikit-learn, SQL. Industry: Retail. Remote Work: On-site. Company Size: SME (51-500). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0693,Prompt Engineer,AI Engineering,Entry (0-2 yrs),Associate's,"LLM APIs, Python, NLP, Testing, Documentation, Problem Solving, SQL, Research",Technology,Hybrid,Enterprise (5000+),Entry (<$100k),AI Engineering (Kaggle),"Job Title: Prompt Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Associate's. Required Skills: LLM APIs, Python, NLP, Testing, Documentation, Problem Solving, SQL, Research. Industry: Technology. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Entry (<$100k). Source: AI Engineering (Kaggle)."
JOB0694,AI Compliance Manager,Governance,Senior (6-9 yrs),Bootcamp/Self-taught,"Legal Knowledge, EU AI Act, Risk Management, Leadership, Git",Finance,On-site,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Compliance Manager. Category: Governance. Experience Level: Senior (6-9 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Legal Knowledge, EU AI Act, Risk Management, Leadership, Git. Industry: Finance. Remote Work: On-site. Company Size: Enterprise (5000+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0695,NLP Engineer,AI Engineering,Entry (0-2 yrs),PhD,"Hugging Face, LLMs, Python, Text Processing, Linux, SQL, Research",Finance,Hybrid,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: NLP Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: PhD. Required Skills: Hugging Face, LLMs, Python, Text Processing, Linux, SQL, Research. Industry: Finance. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0696,Generative AI Engineer,AI Engineering,Entry (0-2 yrs),Associate's,"GenAI APIs, Python, Fine-tuning, Diffusion Models, Deployment, Git, Linux",Finance,On-site,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Generative AI Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Associate's. Required Skills: GenAI APIs, Python, Fine-tuning, Diffusion Models, Deployment, Git, Linux. Industry: Finance. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0697,AI Compliance Manager,Governance,Senior (6-9 yrs),Master's,"Legal Knowledge, EU AI Act, Auditing, Linux",Healthcare,Fully Remote,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Compliance Manager. Category: Governance. Experience Level: Senior (6-9 yrs). Education Required: Master's. Required Skills: Legal Knowledge, EU AI Act, Auditing, Linux. Industry: Healthcare. Remote Work: Fully Remote. Company Size: Startup (1-50). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0698,Prompt Engineer,AI Engineering,Senior (6-9 yrs),Associate's,"Python, NLP, Testing, Git",Finance,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Prompt Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: Python, NLP, Testing, Git. Industry: Finance. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0699,Data Scientist,Data Science,Entry (0-2 yrs),Associate's,"ML Algorithms, Data Visualization, SQL, Scikit-learn, Statistics, Python, Linux",Energy,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Data Scientist. Category: Data Science. Experience Level: Entry (0-2 yrs). Education Required: Associate's. Required Skills: ML Algorithms, Data Visualization, SQL, Scikit-learn, Statistics, Python, Linux. Industry: Energy. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0700,LLM Engineer,AI Engineering,Entry (0-2 yrs),Associate's,"Prompt Engineering, Vector DBs, Python, LLM APIs, RAG, Communication, Research",Automotive,On-site,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: LLM Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Associate's. Required Skills: Prompt Engineering, Vector DBs, Python, LLM APIs, RAG, Communication, Research. Industry: Automotive. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0701,AI Agent Developer,AI Engineering,Mid (3-5 yrs),Master's,"Tool Use, Planning Systems, Python, Linux, Communication, Cloud",Consulting,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Agent Developer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Master's. Required Skills: Tool Use, Planning Systems, Python, Linux, Communication, Cloud. Industry: Consulting. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0702,AI Compliance Manager,Governance,Mid (3-5 yrs),PhD,"Risk Management, Legal Knowledge, Documentation, Auditing, EU AI Act, Problem Solving",Media,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Compliance Manager. Category: Governance. Experience Level: Mid (3-5 yrs). Education Required: PhD. Required Skills: Risk Management, Legal Knowledge, Documentation, Auditing, EU AI Act, Problem Solving. Industry: Media. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0703,AI Infrastructure Eng,Infrastructure,Senior (6-9 yrs),PhD,"CUDA, Storage, Networking, Kubernetes, Distributed Systems, Research, Cloud, Linux",Education,Hybrid,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Infrastructure Eng. Category: Infrastructure. Experience Level: Senior (6-9 yrs). Education Required: PhD. Required Skills: CUDA, Storage, Networking, Kubernetes, Distributed Systems, Research, Cloud, Linux. Industry: Education. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0704,Computer Vision Engineer,AI Engineering,Senior (6-9 yrs),Associate's,"OpenCV, Image Processing, CUDA, CNNs, PyTorch, Statistics",Media,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Computer Vision Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: OpenCV, Image Processing, CUDA, CNNs, PyTorch, Statistics. Industry: Media. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0705,Senior Data Scientist,Data Science,Senior (6-9 yrs),Associate's,"Deep Learning, Leadership, Advanced Statistics, Python, ML, Causal Inference, Problem Solving",Consulting,Fully Remote,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Senior Data Scientist. Category: Data Science. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: Deep Learning, Leadership, Advanced Statistics, Python, ML, Causal Inference, Problem Solving. Industry: Consulting. Remote Work: Fully Remote. Company Size: SME (51-500). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0706,AI Infrastructure Eng,Infrastructure,Lead (10+ yrs),Associate's,"CUDA, Cloud, Distributed Systems, SQL, Git",Automotive,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Infrastructure Eng. Category: Infrastructure. Experience Level: Lead (10+ yrs). Education Required: Associate's. Required Skills: CUDA, Cloud, Distributed Systems, SQL, Git. Industry: Automotive. Remote Work: Fully Remote. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0707,AI Security Engineer,Security,Mid (3-5 yrs),PhD,"Red Teaming, Cybersecurity, ML Security, Python, Risk Analysis, Git, Linux",Healthcare,On-site,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Security Engineer. Category: Security. Experience Level: Mid (3-5 yrs). Education Required: PhD. Required Skills: Red Teaming, Cybersecurity, ML Security, Python, Risk Analysis, Git, Linux. Industry: Healthcare. Remote Work: On-site. Company Size: Enterprise (5000+). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0708,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),Bachelor's,"ROS, Control Systems, Simulation, Computer Vision, Statistics",Energy,Fully Remote,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Robotics Engineer (AI). Category: Robotics. Experience Level: Mid (3-5 yrs). Education Required: Bachelor's. Required Skills: ROS, Control Systems, Simulation, Computer Vision, Statistics. Industry: Energy. Remote Work: Fully Remote. Company Size: Mid-size (501-5000). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0709,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),Bachelor's,"Python, Computer Vision, Simulation, C++, SQL, Linux, Git",Energy,Fully Remote,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Robotics Engineer (AI). Category: Robotics. Experience Level: Mid (3-5 yrs). Education Required: Bachelor's. Required Skills: Python, Computer Vision, Simulation, C++, SQL, Linux, Git. Industry: Energy. Remote Work: Fully Remote. Company Size: SME (51-500). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0710,NLP Engineer,AI Engineering,Mid (3-5 yrs),Master's,"Python, Transformers, BERT, Problem Solving, Cloud",Education,On-site,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: NLP Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Master's. Required Skills: Python, Transformers, BERT, Problem Solving, Cloud. Industry: Education. Remote Work: On-site. Company Size: Enterprise (5000+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0711,LLM Engineer,AI Engineering,Entry (0-2 yrs),Associate's,"RAG, Prompt Engineering, Fine-tuning, LLM APIs, Python, Vector DBs, Problem Solving, Cloud, Research",Energy,On-site,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: LLM Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Associate's. Required Skills: RAG, Prompt Engineering, Fine-tuning, LLM APIs, Python, Vector DBs, Problem Solving, Cloud, Research. Industry: Energy. Remote Work: On-site. Company Size: Enterprise (5000+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0712,LLM Engineer,AI Engineering,Senior (6-9 yrs),PhD,"LLM APIs, RAG, Prompt Engineering, Python, Fine-tuning, Git, Research, SQL",Government,Hybrid,SME (51-500),Elite (>$300k),AI Engineering (Kaggle),"Job Title: LLM Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: PhD. Required Skills: LLM APIs, RAG, Prompt Engineering, Python, Fine-tuning, Git, Research, SQL. Industry: Government. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Elite (>$300k). Source: AI Engineering (Kaggle)."
JOB0713,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),Master's,"PyTorch, Distributed Systems, LLM Fine-tuning, System Design, Python, MLOps, Statistics, SQL",Automotive,On-site,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Senior ML Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Master's. Required Skills: PyTorch, Distributed Systems, LLM Fine-tuning, System Design, Python, MLOps, Statistics, SQL. Industry: Automotive. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0714,AI Security Engineer,Security,Mid (3-5 yrs),PhD,"ML Security, Risk Analysis, Red Teaming, Python, Leadership",Finance,On-site,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Security Engineer. Category: Security. Experience Level: Mid (3-5 yrs). Education Required: PhD. Required Skills: ML Security, Risk Analysis, Red Teaming, Python, Leadership. Industry: Finance. Remote Work: On-site. Company Size: Enterprise (5000+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0715,AI Research Scientist,Research,Lead (10+ yrs),Bootcamp/Self-taught,"PyTorch, Mathematics, Python, Git",Retail,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Research Scientist. Category: Research. Experience Level: Lead (10+ yrs). Education Required: Bootcamp/Self-taught. Required Skills: PyTorch, Mathematics, Python, Git. Industry: Retail. Remote Work: Fully Remote. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0716,AI Research Scientist,Research,Mid (3-5 yrs),Master's,"Research, Mathematics, Python, Publishing, SQL, Cloud, Linux",Healthcare,On-site,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Research Scientist. Category: Research. Experience Level: Mid (3-5 yrs). Education Required: Master's. Required Skills: Research, Mathematics, Python, Publishing, SQL, Cloud, Linux. Industry: Healthcare. Remote Work: On-site. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0717,Computer Vision Engineer,AI Engineering,Lead (10+ yrs),Master's,"CUDA, Image Processing, Python, CNNs, Linux, SQL",Retail,Hybrid,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Computer Vision Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Master's. Required Skills: CUDA, Image Processing, Python, CNNs, Linux, SQL. Industry: Retail. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0718,AI Security Engineer,Security,Senior (6-9 yrs),Associate's,"Risk Analysis, Red Teaming, Cybersecurity, ML Security, SQL",Automotive,On-site,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Security Engineer. Category: Security. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: Risk Analysis, Red Teaming, Cybersecurity, ML Security, SQL. Industry: Automotive. Remote Work: On-site. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0719,LLM Engineer,AI Engineering,Entry (0-2 yrs),PhD,"LLM APIs, RAG, Vector DBs, Problem Solving, Linux",Consulting,Fully Remote,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: LLM Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: PhD. Required Skills: LLM APIs, RAG, Vector DBs, Problem Solving, Linux. Industry: Consulting. Remote Work: Fully Remote. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0720,AI Ethics Officer,Governance,Lead (10+ yrs),PhD,"Communication, AI Policy, Research, Git",Retail,Hybrid,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Ethics Officer. Category: Governance. Experience Level: Lead (10+ yrs). Education Required: PhD. Required Skills: Communication, AI Policy, Research, Git. Industry: Retail. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0721,RAG Engineer,AI Engineering,Lead (10+ yrs),Bachelor's,"LLMs, LangChain, Vector DBs, Leadership, Linux",Technology,Fully Remote,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: RAG Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Bachelor's. Required Skills: LLMs, LangChain, Vector DBs, Leadership, Linux. Industry: Technology. Remote Work: Fully Remote. Company Size: Mid-size (501-5000). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0722,AI Agent Developer,AI Engineering,Entry (0-2 yrs),Bootcamp/Self-taught,"AutoGen, Planning Systems, APIs, LangChain, Tool Use, Python, Problem Solving, Git, Research",Education,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Agent Developer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Bootcamp/Self-taught. Required Skills: AutoGen, Planning Systems, APIs, LangChain, Tool Use, Python, Problem Solving, Git, Research. Industry: Education. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
